"","area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100"
"10710","Rural","01001","Autauga","AL",11640,"B",1,1,1,1,1,0.855756014
"10711","Rural","01003","Baldwin","AL",51885,"R",1,1,1,1,1,0.442266551
"10712","Rural","01003","Baldwin","AL",51885,"B",1,1,1,1,1,0.454216055
"10713","Rural","01005","Barbour","AL",9802,"R",1,1,1,1,1,0.777596409
"10714","Rural","01005","Barbour","AL",9802,"B",1,1,1,1,1,0.784023669
"10715","Rural","01007","Bibb","AL",10727,"R",1,1,1,0.999906777,0.999906777,0.397408409
"10716","Rural","01007","Bibb","AL",10727,"B",1,1,1,0.999906777,0.999906777,0.416239396
"10717","Rural","01009","Blount","AL",25941,"R",1,1,1,0.999884353,0.999884353,0.349215528
"10718","Rural","01009","Blount","AL",25941,"B",1,1,1,0.999884353,0.999884353,0.354111252
"10719","Rural","01011","Bullock","AL",5577,"R",1,1,1,1,1,0.931683701
"10720","Rural","01011","Bullock","AL",5577,"B",1,1,1,1,1,0.931683701
"10721","Rural","01013","Butler","AL",8612,"R",1,1,1,1,1,0.395378542
"10722","Rural","01013","Butler","AL",8612,"B",1,1,1,1,1,0.406525778
"10723","Rural","01015","Calhoun","AL",21629,"R",1,1,1,1,1,0.306995238
"10724","Rural","01015","Calhoun","AL",21629,"B",1,1,1,1,1,0.311664894
"10725","Rural","01017","Chambers","AL",9747,"R",1,1,1,1,1,0.358366677
"10726","Rural","01017","Chambers","AL",9747,"B",1,1,1,1,1,0.33507746
"10727","Rural","01019","Cherokee","AL",18238,"R",1,1,1,0.999945169,0.999945169,0.223982893
"10728","Rural","01019","Cherokee","AL",18238,"B",1,1,1,0.999945169,0.999945169,0.235661805
"10729","Rural","01021","Chilton","AL",19102,"R",1,1,1,1,1,0.837451576
"10730","Rural","01021","Chilton","AL",19102,"B",1,1,1,1,1,0.838446236
"10731","Rural","01023","Choctaw","AL",9094,"R",1,1,1,1,1,0.074664614
"10732","Rural","01023","Choctaw","AL",9094,"B",1,1,1,1,1,0.074884539
"10733","Rural","01025","Clarke","AL",13910,"R",1,1,1,1,1,0.074335011
"10734","Rural","01025","Clarke","AL",13910,"B",1,1,1,1,1,0.078289001
"10735","Rural","01027","Clay","AL",7977,"R",1,1,1,1,1,0.482637583
"10736","Rural","01027","Clay","AL",7977,"B",1,1,1,1,1,0.500313401
"10737","Rural","01029","Cleburne","AL",8003,"R",1,1,1,1,1,0.188554292
"10738","Rural","01029","Cleburne","AL",8003,"B",1,1,1,1,1,0.188679245
"10739","Rural","01031","Coffee","AL",14301,"R",1,1,1,1,1,0.913712328
"10740","Rural","01031","Coffee","AL",14301,"B",1,1,1,1,1,0.916159709
"10741","Rural","01033","Colbert","AL",13575,"R",1,1,1,1,1,0.592928177
"10742","Rural","01033","Colbert","AL",13575,"B",1,1,1,1,1,0.444051565
"10743","Rural","01035","Conecuh","AL",8188,"R",1,1,1,1,1,0.001709819
"10744","Rural","01035","Conecuh","AL",8188,"B",1,1,1,1,1,0.006228627
"10745","Rural","01037","Coosa","AL",7562,"R",1,1,1,1,1,0.573393282
"10746","Rural","01037","Coosa","AL",7562,"B",1,1,1,1,1,0.601031473
"10747","Rural","01039","Covington","AL",15464,"R",1,1,1,1,1,0.88870926
"10748","Rural","01039","Covington","AL",15464,"B",1,1,1,1,1,0.892847905
"10749","Rural","01041","Crenshaw","AL",8173,"R",1,1,1,1,1,0.705248991
"10750","Rural","01041","Crenshaw","AL",8173,"B",1,1,1,1,1,0.705248991
"10751","Rural","01043","Cullman","AL",36292,"R",1,1,1,1,1,0.90656343
"10752","Rural","01043","Cullman","AL",36292,"B",1,1,1,1,1,0.909621955
"10753","Rural","01045","Dale","AL",14442,"R",1,1,1,1,1,0.89336657
"10754","Rural","01045","Dale","AL",14442,"B",1,1,1,1,1,0.895720814
"10755","Rural","01047","Dallas","AL",9552,"R",1,1,1,1,1,0.246335846
"10756","Rural","01047","Dallas","AL",9552,"B",1,1,1,1,1,0.25931742
"10757","Rural","01049","DeKalb","AL",31168,"R",1,1,1,1,1,0.797388347
"10758","Rural","01049","DeKalb","AL",31168,"B",1,1,1,1,1,0.798671715
"10759","Rural","01051","Elmore","AL",31842,"R",1,1,1,1,1,0.730010678
"10760","Rural","01051","Elmore","AL",31842,"B",1,1,1,1,1,0.736605741
"10761","Rural","01053","Escambia","AL",12761,"R",1,1,1,0.999921636,0.999686545,0.168325366
"10762","Rural","01053","Escambia","AL",12761,"B",1,1,1,0.999686545,0.999686545,0.177572291
"10763","Rural","01055","Etowah","AL",21708,"R",1,1,1,1,1,0.363598673
"10764","Rural","01055","Etowah","AL",21708,"B",1,1,1,1,1,0.37391745
"10765","Rural","01057","Fayette","AL",9285,"R",1,1,1,1,1,0.955950458
"10766","Rural","01057","Fayette","AL",9285,"B",1,1,1,1,1,0.955950458
"10767","Rural","01059","Franklin","AL",12310,"R",1,1,1,1,1,0.906498781
"10768","Rural","01059","Franklin","AL",12310,"B",1,1,1,1,1,0.906742486
"10769","Rural","01061","Geneva","AL",14912,"R",1,1,1,1,1,0.826381438
"10770","Rural","01061","Geneva","AL",14912,"B",1,1,1,1,1,0.848511266
"10771","Rural","01063","Greene","AL",5332,"R",1,1,1,1,1,0.578582146
"10772","Rural","01063","Greene","AL",5332,"B",1,1,1,1,1,0.617779445
"10773","Rural","01065","Hale","AL",9809,"R",1,1,1,1,1,0.24936283
"10774","Rural","01065","Hale","AL",9809,"B",1,1,1,1,1,0.272402895
"10775","Rural","01067","Henry","AL",11418,"R",1,1,1,1,1,0.783149413
"10776","Rural","01067","Henry","AL",11418,"B",1,1,1,1,1,0.733841303
"10777","Rural","01069","Houston","AL",19759,"R",1,1,1,1,1,0.506553975
"10778","Rural","01069","Houston","AL",19759,"B",1,1,1,1,1,0.49511615
"10779","Rural","01071","Jackson","AL",21517,"R",1,1,1,1,1,0.987591207
"10780","Rural","01071","Jackson","AL",21517,"B",1,1,1,1,1,0.987963006
"10781","Rural","01073","Jefferson","AL",37662,"R",1,1,1,1,1,0.512691838
"10782","Rural","01073","Jefferson","AL",37662,"B",1,1,1,1,1,0.521082258
"10783","Rural","01075","Lamar","AL",8775,"R",1,1,1,1,1,0.99954416
"10784","Rural","01075","Lamar","AL",8775,"B",1,1,1,1,1,0.99954416
"10785","Rural","01077","Lauderdale","AL",26191,"R",1,1,1,1,1,0.654995991
"10786","Rural","01077","Lauderdale","AL",26191,"B",1,1,1,1,1,0.66221221
"10787","Rural","01079","Lawrence","AL",18570,"R",1,1,1,1,1,0.832848681
"10788","Rural","01079","Lawrence","AL",18570,"B",1,1,1,1,1,0.430802369
"10789","Rural","01081","Lee","AL",23801,"R",1,1,1,0.999957985,0.999957985,0.592916264
"10790","Rural","01081","Lee","AL",23801,"B",1,1,1,0.999957985,0.999957985,0.598924415
"10791","Rural","01083","Limestone","AL",26433,"R",1,1,1,1,1,0.430938599
"10792","Rural","01083","Limestone","AL",26433,"B",1,1,1,1,1,0.435591874
"10793","Rural","01085","Lowndes","AL",5683,"R",1,1,1,1,1,0.437093085
"10794","Rural","01085","Lowndes","AL",5683,"B",1,1,1,1,1,0.437093085
"10795","Rural","01087","Macon","AL",6343,"R",1,1,1,1,1,0.287245783
"10796","Rural","01087","Macon","AL",6343,"B",1,1,1,1,1,0.288822324
"10797","Rural","01089","Madison","AL",38785,"R",1,1,1,1,1,0.865308753
"10798","Rural","01089","Madison","AL",38785,"B",1,1,1,1,1,0.865231404
"10799","Rural","01091","Marengo","AL",8209,"R",1,1,1,1,1,0.545986113
"10800","Rural","01091","Marengo","AL",8209,"B",1,1,1,1,1,0.545986113
"10801","Rural","01093","Marion","AL",16637,"R",1,1,1,1,1,1
"10802","Rural","01093","Marion","AL",16637,"B",1,1,1,1,1,1
"10803","Rural","01095","Marshall","AL",26369,"R",1,1,1,0.999924153,0.999924153,0.436800789
"10804","Rural","01095","Marshall","AL",26369,"B",1,1,1,0.999924153,0.999924153,0.445636922
"10805","Rural","01097","Mobile","AL",44593,"R",1,1,1,1,1,0.430583275
"10806","Rural","01097","Mobile","AL",44593,"B",1,1,1,1,1,0.439912094
"10807","Rural","01099","Monroe","AL",10300,"R",1,1,1,1,1,0.050679612
"10808","Rural","01099","Monroe","AL",10300,"B",1,1,1,1,1,0.055533981
"10809","Rural","01101","Montgomery","AL",17480,"R",1,1,1,1,1,0.259496568
"10810","Rural","01101","Montgomery","AL",17480,"B",1,1,1,1,1,0.277116705
"10811","Rural","01103","Morgan","AL",23763,"R",1,1,1,0.999915836,0.999915836,0.874005807
"10812","Rural","01103","Morgan","AL",23763,"B",1,1,1,0.999915836,0.999915836,0.481757354
"10813","Rural","01105","Perry","AL",5041,"R",1,1,1,0.999801627,0.999801627,0.2596707
"10814","Rural","01105","Perry","AL",5041,"B",1,1,1,0.999801627,0.999801627,0.280103154
"10815","Rural","01107","Pickens","AL",11466,"R",1,1,1,0.999912786,0.999912786,0.534624106
"10816","Rural","01107","Pickens","AL",11466,"B",1,1,1,0.999912786,0.999912786,0.53471132
"10817","Rural","01109","Pike","AL",11035,"R",1,1,1,1,1,0.869506117
"10818","Rural","01109","Pike","AL",11035,"B",1,1,1,1,1,0.869506117
"10819","Rural","01111","Randolph","AL",14829,"R",1,1,1,1,1,0.229415335
"10820","Rural","01111","Randolph","AL",14829,"B",1,1,1,1,1,0.097511633
"10821","Rural","01113","Russell","AL",12259,"R",1,1,1,1,1,0.980422547
"10822","Rural","01113","Russell","AL",12259,"B",1,1,1,1,1,0.980748838
"10823","Rural","01115","St. Clair","AL",29521,"R",1,1,1,1,1,0.423291894
"10824","Rural","01115","St. Clair","AL",29521,"B",1,1,1,1,1,0.428508519
"10825","Rural","01117","Shelby","AL",27007,"R",1,1,1,1,1,0.613877884
"10826","Rural","01117","Shelby","AL",27007,"B",1,1,1,1,1,0.619987411
"10827","Rural","01119","Sumter","AL",7972,"R",1,1,1,1,1,0.019066734
"10828","Rural","01119","Sumter","AL",7972,"B",1,1,1,1,1,0.036628199
"10829","Rural","01121","Talladega","AL",26161,"R",1,1,1,0.99992355,0.99992355,0.56683613
"10830","Rural","01121","Talladega","AL",26161,"B",1,1,1,0.99992355,0.99992355,0.556591873
"10831","Rural","01123","Tallapoosa","AL",21589,"R",1,1,1,1,1,0.31858817
"10832","Rural","01123","Tallapoosa","AL",21589,"B",1,1,1,1,1,0.330121821
"10833","Rural","01125","Tuscaloosa","AL",32656,"R",1,1,1,0.999969378,0.999785644,0.376347379
"10834","Rural","01125","Tuscaloosa","AL",32656,"B",1,1,1,1,0.999785644,0.3911073
"10835","Rural","01127","Walker","AL",28354,"R",1,1,1,0.999929463,0.999929463,0.159518939
"10836","Rural","01127","Walker","AL",28354,"B",1,1,1,0.999929463,0.999929463,0.187098822
"10837","Rural","01129","Washington","AL",10009,"R",1,1,1,1,1,0.014986512
"10838","Rural","01129","Washington","AL",10009,"B",1,1,1,1,1,0.017584174
"10839","Rural","01131","Wilcox","AL",6715,"R",1,1,1,1,1,0.129262844
"10840","Rural","01131","Wilcox","AL",6715,"B",1,1,1,1,1,0.129262844
"10841","Rural","01133","Winston","AL",15831,"R",1,1,1,1,1,0.90828122
"10842","Rural","01133","Winston","AL",15831,"B",1,1,1,1,1,0.910239404
"10843","Rural","02013","Aleutians East Borough","AK",1185,"R",1,1,1,1,1,0
"10844","Rural","02013","Aleutians East Borough","AK",1185,"B",1,1,1,1,1,0
"10845","Rural","02016","Aleutians West Census Area","AK",1484,"R",1,1,1,1,1,0
"10846","Rural","02016","Aleutians West Census Area","AK",1484,"B",1,1,1,1,1,0
"10847","Rural","02020","Anchorage Municipality","AK",5609,"R",1,1,1,1,1,0.118024603
"10848","Rural","02020","Anchorage Municipality","AK",5609,"B",1,1,1,1,1,0.02692102
"10849","Rural","02050","Bethel Census Area","AK",5681,"R",1,1,1,1,1,0
"10850","Rural","02050","Bethel Census Area","AK",5681,"B",1,1,1,1,1,0
"10851","Rural","02060","Bristol Bay Borough","AK",1096,"R",1,1,1,1,1,0
"10852","Rural","02060","Bristol Bay Borough","AK",1096,"B",1,1,1,1,1,0
"10853","Rural","02063","Chugach Census Area","AK",3702,"R",1,1,1,1,1,0.548892491
"10854","Rural","02063","Chugach Census Area","AK",3702,"B",1,1,1,1,1,0.548892491
"10855","Rural","02066","Copper River Census Area","AK",4078,"R",1,1,1,1,1,0.784207945
"10856","Rural","02066","Copper River Census Area","AK",4078,"B",1,1,1,1,1,0.784207945
"10857","Rural","02068","Denali Borough","AK",2089,"R",1,1,1,1,1,0.106270943
"10858","Rural","02068","Denali Borough","AK",2089,"B",1,1,1,1,1,0.071325993
"10859","Rural","02070","Dillingham Census Area","AK",2537,"R",1,1,1,1,1,0
"10860","Rural","02070","Dillingham Census Area","AK",2537,"B",1,1,1,1,1,0
"10861","Rural","02090","Fairbanks North Star Borough","AK",15206,"R",1,1,1,0.999868473,0.999868473,0.002038669
"10862","Rural","02090","Fairbanks North Star Borough","AK",15206,"B",1,1,1,0.999868473,0.999868473,0.003090885
"10863","Rural","02100","Haines Borough","AK",1777,"R",1,1,1,1,1,0.588632527
"10864","Rural","02100","Haines Borough","AK",1777,"B",1,1,1,1,1,0.316826111
"10865","Rural","02105","Hoonah-Angoon Census Area","AK",2137,"R",1,1,1,1,1,0
"10866","Rural","02105","Hoonah-Angoon Census Area","AK",2137,"B",1,1,1,1,1,0
"10867","Rural","02110","Juneau City and Borough","AK",3733,"R",1,1,1,1,1,0.006161264
"10868","Rural","02110","Juneau City and Borough","AK",3733,"B",1,1,1,1,1,0.009107956
"10869","Rural","02122","Kenai Peninsula Borough","AK",32655,"R",1,1,1,1,1,0.000336855
"10870","Rural","02122","Kenai Peninsula Borough","AK",32655,"B",1,1,1,1,1,0.001684275
"10871","Rural","02130","Ketchikan Gateway Borough","AK",1240,"R",1,1,1,1,1,0.900806452
"10872","Rural","02130","Ketchikan Gateway Borough","AK",1240,"B",1,1,1,1,1,0.900806452
"10873","Rural","02150","Kodiak Island Borough","AK",2393,"R",1,1,1,1,1,0
"10874","Rural","02150","Kodiak Island Borough","AK",2393,"B",1,1,1,1,1,0.000835771
"10875","Rural","02158","Kusilvak Census Area","AK",2914,"R",1,1,1,1,1,0
"10876","Rural","02158","Kusilvak Census Area","AK",2914,"B",1,1,1,1,1,0
"10877","Rural","02164","Lake and Peninsula Borough","AK",2419,"R",1,1,1,1,1,0
"10878","Rural","02164","Lake and Peninsula Borough","AK",2419,"B",1,1,1,1,1,0
"10879","Rural","02170","Matanuska-Susitna Borough","AK",32112,"R",1,1,1,1,1,0.219170404
"10880","Rural","02170","Matanuska-Susitna Borough","AK",32112,"B",1,1,1,1,1,0.022390384
"10881","Rural","02180","Nome Census Area","AK",4886,"R",1,1,1,1,1,0
"10882","Rural","02180","Nome Census Area","AK",4886,"B",1,1,1,1,1,0.000409333
"10883","Rural","02185","North Slope Borough","AK",2936,"R",1,1,1,1,1,0.61273842
"10884","Rural","02185","North Slope Borough","AK",2936,"B",1,1,1,1,1,0.22513624
"10885","Rural","02188","Northwest Arctic Borough","AK",2940,"R",1,1,1,1,1,0
"10886","Rural","02188","Northwest Arctic Borough","AK",2940,"B",1,1,1,1,1,0.000340136
"10887","Rural","02195","Petersburg Borough","AK",1786,"R",1,1,1,1,1,0.482082867
"10888","Rural","02195","Petersburg Borough","AK",1786,"B",1,1,1,1,1,0.345464726
"10889","Rural","02198","Prince of Wales-Hyder Census Area","AK",4316,"R",1,1,1,1,1,0.295180723
"10890","Rural","02198","Prince of Wales-Hyder Census Area","AK",4316,"B",1,1,1,1,1,0.113299351
"10891","Rural","02220","Sitka City and Borough","AK",439,"R",1,1,1,1,1,0
"10892","Rural","02220","Sitka City and Borough","AK",439,"B",1,1,1,1,1,0
"10893","Rural","02230","Skagway Municipality","AK",739,"R",1,1,1,1,1,0.615696888
"10894","Rural","02230","Skagway Municipality","AK",739,"B",1,1,1,1,1,0.546684709
"10895","Rural","02240","Southeast Fairbanks Census Area","AK",5825,"R",1,1,1,1,1,0.12360515
"10896","Rural","02240","Southeast Fairbanks Census Area","AK",5825,"B",1,1,1,1,1,0.077939914
"10897","Rural","02275","Wrangell City and Borough","AK",1332,"R",1,1,1,1,1,0.372372372
"10898","Rural","02275","Wrangell City and Borough","AK",1332,"B",1,1,1,1,1,0.220720721
"10899","Rural","02282","Yakutat City and Borough","AK",461,"R",1,1,1,1,1,0
"10900","Rural","02282","Yakutat City and Borough","AK",461,"B",1,1,1,1,1,0
"10901","Rural","02290","Yukon-Koyukuk Census Area","AK",6191,"R",1,1,1,1,1,0
"10902","Rural","02290","Yukon-Koyukuk Census Area","AK",6191,"B",1,1,1,1,1,0.00032305
"10903","Rural","04001","Apache","AZ",30654,"R",1,1,1,1,1,0.034644745
"10904","Rural","04001","Apache","AZ",30654,"B",1,1,1,1,1,0.034677367
"10905","Rural","04003","Cochise","AZ",26834,"R",1,1,1,1,1,0.189498398
"10906","Rural","04003","Cochise","AZ",26834,"B",1,1,1,1,1,0.185324588
"10907","Rural","04005","Coconino","AZ",30610,"R",1,1,1,1,1,0.023064358
"10908","Rural","04005","Coconino","AZ",30610,"B",1,1,1,1,1,0.008134597
"10909","Rural","04007","Gila","AZ",17433,"R",1,1,1,1,1,0.059656972
"10910","Rural","04007","Gila","AZ",17433,"B",1,1,1,1,1,0.050880514
"10911","Rural","04009","Graham","AZ",7517,"R",1,1,1,1,1,0.103631768
"10912","Rural","04009","Graham","AZ",7517,"B",1,1,1,1,1,0.103631768
"10913","Rural","04011","Greenlee","AZ",5134,"R",1,1,1,1,1,0.462991819
"10914","Rural","04011","Greenlee","AZ",5134,"B",1,1,1,1,1,0.462991819
"10915","Rural","04012","La Paz","AZ",7368,"R",1,1,1,1,1,0.511536374
"10916","Rural","04012","La Paz","AZ",7368,"B",1,1,1,1,1,0.511536374
"10917","Rural","04013","Maricopa","AZ",92478,"R",1,1,1,1,1,0.487315902
"10918","Rural","04013","Maricopa","AZ",92478,"B",1,1,1,1,1,0.560911784
"10919","Rural","04015","Mohave","AZ",38023,"R",1,1,1,0.999658102,0.999658102,0.586408227
"10920","Rural","04015","Mohave","AZ",38023,"B",1,1,1,0.999658102,0.999658102,0.556847171
"10921","Rural","04017","Navajo","AZ",31346,"R",1,1,1,1,1,0.019045492
"10922","Rural","04017","Navajo","AZ",31346,"B",1,1,1,1,1,0.019077394
"10923","Rural","04019","Pima","AZ",45563,"R",1,1,1,0.999714681,0.999670786,0.133134341
"10924","Rural","04019","Pima","AZ",45563,"B",1,1,1,0.999714681,0.999670786,0.144942168
"10925","Rural","04021","Pinal","AZ",61988,"R",1,1,1,1,1,0.268406788
"10926","Rural","04021","Pinal","AZ",61988,"B",1,1,1,1,1,0.228415177
"10927","Rural","04023","Santa Cruz","AZ",13509,"R",1,1,1,1,1,0.0470057
"10928","Rural","04023","Santa Cruz","AZ",13509,"B",1,1,1,1,1,0.046265453
"10929","Rural","04025","Yavapai","AZ",51414,"R",1,1,1,0.9998833,0.9998833,0.476523904
"10930","Rural","04025","Yavapai","AZ",51414,"B",1,1,1,0.9998833,0.9998833,0.481464193
"10931","Rural","04027","Yuma","AZ",19392,"R",1,1,1,1,1,0.274907178
"10932","Rural","04027","Yuma","AZ",19392,"B",1,1,1,1,1,0.276815182
"10933","Rural","05001","Arkansas","AR",6066,"R",1,1,1,1,1,0.653643258
"10934","Rural","05001","Arkansas","AR",6066,"B",1,1,1,1,1,0.347345862
"10935","Rural","05003","Ashley","AR",7019,"R",1,1,1,1,1,0.900270694
"10936","Rural","05003","Ashley","AR",7019,"B",1,1,1,1,1,0.901552928
"10937","Rural","05005","Baxter","AR",15724,"R",1,1,1,1,1,0.966993132
"10938","Rural","05005","Baxter","AR",15724,"B",1,1,1,1,1,0.967056729
"10939","Rural","05007","Benton","AR",40208,"R",1,1,1,0.999875647,0.999875647,0.359505571
"10940","Rural","05007","Benton","AR",40208,"B",1,1,1,0.999875647,0.999875647,0.17160764
"10941","Rural","05009","Boone","AR",12471,"R",1,1,1,1,1,0.328602357
"10942","Rural","05009","Boone","AR",12471,"B",1,1,1,1,1,0.294763852
"10943","Rural","05011","Bradley","AR",3135,"R",1,1,1,1,1,0.720574163
"10944","Rural","05011","Bradley","AR",3135,"B",1,1,1,1,1,0.742264753
"10945","Rural","05013","Calhoun","AR",3078,"R",1,1,1,1,1,0.882716049
"10946","Rural","05013","Calhoun","AR",3078,"B",1,1,1,1,1,0.888239116
"10947","Rural","05015","Carroll","AR",14355,"R",1,1,1,0.999094392,0.99902473,0.180842912
"10948","Rural","05015","Carroll","AR",14355,"B",1,1,1,0.99902473,0.99902473,0.12964124
"10949","Rural","05017","Chicot","AR",6014,"R",1,1,1,0.999833721,0.999667443,0.172597273
"10950","Rural","05017","Chicot","AR",6014,"B",1,1,1,0.999667443,0.999667443,0.172597273
"10951","Rural","05019","Clark","AR",7083,"R",1,1,1,1,1,0.968798532
"10952","Rural","05019","Clark","AR",7083,"B",1,1,1,1,1,0.972045743
"10953","Rural","05021","Clay","AR",9075,"R",1,1,1,1,1,0.88815427
"10954","Rural","05021","Clay","AR",9075,"B",1,1,1,1,1,0.535206612
"10955","Rural","05023","Cleburne","AR",14213,"R",1,1,1,1,1,0.821993949
"10956","Rural","05023","Cleburne","AR",14213,"B",1,1,1,1,0.999859284,0.206923239
"10957","Rural","05025","Cleveland","AR",4569,"R",1,1,1,1,1,0.669293062
"10958","Rural","05025","Cleveland","AR",4569,"B",1,1,1,0.999343401,0.999343401,0.426789232
"10959","Rural","05027","Columbia","AR",7262,"R",1,1,1,1,1,0.566923712
"10960","Rural","05027","Columbia","AR",7262,"B",1,1,1,1,1,0.606857615
"10961","Rural","05029","Conway","AR",7952,"R",1,1,1,0.999748491,0.999748491,0.319039235
"10962","Rural","05029","Conway","AR",7952,"B",1,1,1,0.999748491,0.999748491,0.207369215
"10963","Rural","05031","Craighead","AR",18389,"R",1,1,1,1,1,0.803088803
"10964","Rural","05031","Craighead","AR",18389,"B",1,1,1,1,1,0.755234107
"10965","Rural","05033","Crawford","AR",14926,"R",1,1,1,1,1,0.737706016
"10966","Rural","05033","Crawford","AR",14926,"B",1,1,1,1,1,0.110545357
"10967","Rural","05035","Crittenden","AR",5530,"R",1,1,1,1,1,0.45045208
"10968","Rural","05035","Crittenden","AR",5530,"B",1,1,1,1,1,0.129837251
"10969","Rural","05037","Cross","AR",5088,"R",1,1,1,1,1,0.553066038
"10970","Rural","05037","Cross","AR",5088,"B",1,1,1,0.999803459,0.999803459,0.073506289
"10971","Rural","05039","Dallas","AR",4336,"R",1,1,1,1,1,0.601937269
"10972","Rural","05039","Dallas","AR",4336,"B",1,1,1,1,1,0.601937269
"10973","Rural","05041","Desha","AR",4428,"R",1,1,1,1,1,0.001806685
"10974","Rural","05041","Desha","AR",4428,"B",1,1,1,1,1,0.001806685
"10975","Rural","05043","Drew","AR",5355,"R",1,1,1,0.999813259,0.999813259,0.345845005
"10976","Rural","05043","Drew","AR",5355,"B",1,1,1,0.999813259,0.999813259,0.396825397
"10977","Rural","05045","Faulkner","AR",27179,"R",1,1,1,0.999963207,0.999889621,0.618896942
"10978","Rural","05045","Faulkner","AR",27179,"B",1,1,1,0.999816034,0.999816034,0.307406454
"10979","Rural","05047","Franklin","AR",9296,"R",1,1,1,1,1,0.872633391
"10980","Rural","05047","Franklin","AR",9296,"B",1,1,1,0.998601549,0.998601549,0.346708262
"10981","Rural","05049","Fulton","AR",6797,"R",1,1,1,1,1,0.905105193
"10982","Rural","05049","Fulton","AR",6797,"B",1,1,1,1,1,0.905105193
"10983","Rural","05051","Garland","AR",17913,"R",1,1,1,0.999944175,0.999944175,0.434991347
