"area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100","year"
"Total","05061","Howard","AR",7275,"B",1,1,1,1,0.673127148,0.673127148,"_2024"
"Total","05063","Independence","AR",20213,"R",1,1,1,1,0.726364221,0.379211399,"_2024"
"Total","05063","Independence","AR",20213,"B",1,1,1,1,0.380646119,0.332855093,"_2024"
"Total","05065","Izard","AR",9065,"R",1,1,1,1,0.85471594,0.760397132,"_2024"
"Total","05065","Izard","AR",9065,"B",1,1,1,1,0.854495312,0.760176503,"_2024"
"Total","05067","Jackson","AR",8762,"R",1,1,1,1,0.991668569,0.901620635,"_2024"
"Total","05067","Jackson","AR",8762,"B",1,1,1,1,0.978087195,0.828349692,"_2024"
"Total","05069","Jefferson","AR",36428,"R",1,1,1,0.999780389,0.881876578,0.362990008,"_2024"
"Total","05069","Jefferson","AR",36428,"B",1,1,1,0.999698034,0.894476776,0.571950148,"_2024"
"Total","05071","Johnson","AR",13765,"R",1,1,1,1,0.840537595,0.795859063,"_2024"
"Total","05071","Johnson","AR",13765,"B",1,1,1,1,0.46531057,0.454849255,"_2024"
"Total","05073","Lafayette","AR",5093,"R",1,1,1,1,0.788729629,0.788533281,"_2024"
"Total","05073","Lafayette","AR",5093,"B",1,1,1,1,0.789711369,0.789515021,"_2024"
"Total","05075","Lawrence","AR",9369,"R",1,1,1,1,0.966271747,0.886540719,"_2024"
"Total","05075","Lawrence","AR",9369,"B",1,1,1,1,0.920589177,0.898495037,"_2024"
"Total","05077","Lee","AR",4891,"R",1,1,1,1,0.646902474,0.078920466,"_2024"
"Total","05077","Lee","AR",4891,"B",1,1,1,1,0.641995502,0.062563893,"_2024"
"Total","05079","Lincoln","AR",5660,"R",1,1,1,0.999646643,0.484452297,0.484452297,"_2024"
"Total","05079","Lincoln","AR",5660,"B",1,1,1,0.999646643,0.53180212,0.53180212,"_2024"
"Total","05081","Little River","AR",7850,"R",1,1,1,1,0.781656051,0.414012739,"_2024"
"Total","05081","Little River","AR",7850,"B",1,1,1,1,0.781656051,0.414012739,"_2024"
"Total","05083","Logan","AR",12089,"R",1,1,1,1,0.775581107,0.701629581,"_2024"
"Total","05083","Logan","AR",12089,"B",1,1,1,0.99983456,0.422532881,0.318802217,"_2024"
"Total","05085","Lonoke","AR",35449,"R",1,1,1,1,0.963017292,0.903466953,"_2024"
"Total","05085","Lonoke","AR",35449,"B",1,1,1,0.99997179,0.730993822,0.624051454,"_2024"
"Total","05087","Madison","AR",10058,"R",1,1,1,1,0.926227878,0.926227878,"_2024"
"Total","05087","Madison","AR",10058,"B",1,1,1,1,0.925631338,0.925631338,"_2024"
"Total","05089","Marion","AR",11010,"R",1,1,1,1,0.549137148,0.532788374,"_2024"
"Total","05089","Marion","AR",11010,"B",1,1,1,1,0.533605813,0.532788374,"_2024"
"Total","05091","Miller","AR",22492,"R",1,1,1,1,0.992086075,0.790014227,"_2024"
"Total","05091","Miller","AR",22492,"B",1,1,1,1,0.992086075,0.878267829,"_2024"
"Total","05093","Mississippi","AR",23640,"R",1,1,1,1,0.926142132,0.371869712,"_2024"
"Total","05093","Mississippi","AR",23640,"B",1,1,1,1,0.928045685,0.403045685,"_2024"
"Total","05095","Monroe","AR",4977,"R",1,1,1,1,0.648784408,0.531243721,"_2024"
"Total","05095","Monroe","AR",4977,"B",1,1,1,1,0.643158529,0.525617842,"_2024"
"Total","05097","Montgomery","AR",6812,"R",1,1,1,1,0.381972989,0.381972989,"_2024"
"Total","05097","Montgomery","AR",6812,"B",1,1,1,1,0.381972989,0.381972989,"_2024"
"Total","05099","Nevada","AR",5480,"R",1,1,1,0.999817518,0.686861314,0.626277372,"_2024"
"Total","05099","Nevada","AR",5480,"B",1,1,1,0.999817518,0.703649635,0.643065693,"_2024"
"Total","05101","Newton","AR",5819,"R",1,1,1,1,0.035744973,0.034713868,"_2024"
"Total","05101","Newton","AR",5819,"B",1,1,1,1,0.022168758,0.019762846,"_2024"
"Total","05103","Ouachita","AR",14034,"R",1,1,1,1,0.846729372,0.546886134,"_2024"
"Total","05103","Ouachita","AR",14034,"B",1,1,1,1,0.851004703,0.564842525,"_2024"
"Total","05105","Perry","AR",5884,"R",1,1,1,1,0.881543168,0.881543168,"_2024"
"Total","05105","Perry","AR",5884,"B",1,1,1,1,0.649558124,0.649558124,"_2024"
"Total","05107","Phillips","AR",10749,"R",1,1,1,1,0.706391292,0.0457717,"_2024"
"Total","05107","Phillips","AR",10749,"B",1,1,1,1,0.246720625,0.0457717,"_2024"
"Total","05109","Pike","AR",6452,"R",1,1,1,1,0.986360818,0.986360818,"_2024"
"Total","05109","Pike","AR",6452,"B",1,1,1,1,0.986360818,0.986360818,"_2024"
"Total","05111","Poinsett","AR",9305,"R",1,1,1,1,0.965932294,0.561955938,"_2024"
"Total","05111","Poinsett","AR",9305,"B",1,1,1,1,0.965502418,0.561526061,"_2024"
"Total","05113","Polk","AR",11885,"R",1,1,1,1,0.606731174,0.599158603,"_2024"
"Total","05113","Polk","AR",11885,"B",1,1,1,1,0.606731174,0.599158603,"_2024"
"Total","05115","Pope","AR",31381,"R",1,1,1,0.999681336,0.745674134,0.43940601,"_2024"
"Total","05115","Pope","AR",31381,"B",1,1,1,0.999681336,0.487970428,0.397565406,"_2024"
"Total","05117","Prairie","AR",5273,"R",1,1,1,1,0.974966812,0.76521904,"_2024"
"Total","05117","Prairie","AR",5273,"B",1,1,1,1,0.953916177,0.736961881,"_2024"
"Total","05119","Pulaski","AR",231859,"R",1,1,1,0.999995687,0.971085875,0.780961705,"_2024"
"Total","05119","Pulaski","AR",231859,"B",1,1,1,0.999995687,0.955158092,0.763166407,"_2024"
"Total","05121","Randolph","AR",10832,"R",1,1,1,1,0.807330133,0.706517725,"_2024"
"Total","05121","Randolph","AR",10832,"B",1,1,1,1,0.449132201,0.3769387,"_2024"
"Total","05123","St. Francis","AR",11823,"R",1,1,1,1,0.937663875,0.577180073,"_2024"
"Total","05123","St. Francis","AR",11823,"B",1,1,1,1,0.886238687,0.542924808,"_2024"
"Total","05125","Saline","AR",59285,"R",1,1,1,0.999949397,0.924837649,0.694104748,"_2024"
"Total","05125","Saline","AR",59285,"B",1,1,1,0.999848191,0.815214641,0.537032976,"_2024"
"Total","05127","Scott","AR",6163,"R",1,1,1,1,0.78873925,0.646438423,"_2024"
"Total","05127","Scott","AR",6163,"B",1,1,1,1,0.348531559,0.25896479,"_2024"
"Total","05129","Searcy","AR",5967,"R",1,1,1,1,0.756494051,0.756494051,"_2024"
"Total","05129","Searcy","AR",5967,"B",1,1,1,1,0.756326462,0.756326462,"_2024"
"Total","05131","Sebastian","AR",65562,"R",1,1,1,1,0.943885177,0.703044446,"_2024"
"Total","05131","Sebastian","AR",65562,"B",1,1,1,1,0.648210854,0.604725298,"_2024"
"Total","05133","Sevier","AR",8245,"R",1,1,1,1,0.861127956,0.861127956,"_2024"
"Total","05133","Sevier","AR",8245,"B",1,1,1,1,0.861127956,0.861127956,"_2024"
"Total","05135","Sharp","AR",11542,"R",1,1,1,1,0.886588113,0.547565413,"_2024"
"Total","05135","Sharp","AR",11542,"B",1,1,1,1,0.844914226,0.506411367,"_2024"
"Total","05137","Stone","AR",7901,"R",1,1,1,1,0.367042147,0.367042147,"_2024"
"Total","05137","Stone","AR",7901,"B",1,1,1,1,0.3608404,0.3608404,"_2024"
"Total","05139","Union","AR",22953,"R",0.999956433,0.999956433,0.999956433,0.999956433,0.637694419,0.011371063,"_2024"
"Total","05139","Union","AR",22953,"B",0.999956433,0.999956433,0.999956433,0.999956433,0.266631813,0.16477149,"_2024"
"Total","05141","Van Buren","AR",11300,"R",1,1,1,1,0.985929204,0.985929204,"_2024"
"Total","05141","Van Buren","AR",11300,"B",1,1,1,1,0.984070796,0.984070796,"_2024"
"Total","05143","Washington","AR",124178,"R",1,1,1,1,0.958905764,0.85001369,"_2024"
"Total","05143","Washington","AR",124178,"B",1,1,1,1,0.913438773,0.898790446,"_2024"
"Total","05145","White","AR",39252,"R",1,1,1,1,0.917711199,0.7744064,"_2024"
"Total","05145","White","AR",39252,"B",1,1,1,1,0.833690003,0.676678895,"_2024"
"Total","05147","Woodruff","AR",4392,"R",1,1,1,1,0.91643898,0.64776867,"_2024"
"Total","05147","Woodruff","AR",4392,"B",1,1,1,1,0.871584699,0.600637523,"_2024"
"Total","05149","Yell","AR",11074,"R",1,1,1,0.999819397,0.682951057,0.61910782,"_2024"
"Total","05149","Yell","AR",11074,"B",1,1,1,0.999819397,0.657666606,0.609716453,"_2024"
"Total","06001","Alameda","CA",709695,"R",1,1,1,1,0.997487653,0.918235298,"_2024"
"Total","06001","Alameda","CA",709695,"B",1,1,1,1,0.997872325,0.881785838,"_2024"
"Total","06003","Alpine","CA",1595,"R",1,1,1,1,0.27523511,0.27460815,"_2024"
"Total","06003","Alpine","CA",1595,"B",1,1,1,1,0.146708464,0.146081505,"_2024"
"Total","06005","Amador","CA",22439,"R",1,1,1,1,0.487410312,0.201702393,"_2024"
"Total","06005","Amador","CA",22439,"B",1,1,1,0.930923838,0.329159053,0.053300058,"_2024"
"Total","06007","Butte","CA",105438,"R",1,1,1,1,0.863796734,0.226976991,"_2024"
"Total","06007","Butte","CA",105438,"B",1,1,1,0.993436901,0.863806218,0.228788482,"_2024"
"Total","06009","Calaveras","CA",31927,"R",1,1,1,1,0.694490557,0.113508942,"_2024"
"Total","06009","Calaveras","CA",31927,"B",1,1,1,1,0.689573089,0.114730479,"_2024"
"Total","06011","Colusa","CA",10382,"R",1,1,1,1,0.596705837,0.297245232,"_2024"
"Total","06011","Colusa","CA",10382,"B",1,1,1,1,0.596898478,0.308322096,"_2024"
"Total","06013","Contra Costa","CA",469363,"R",1,1,1,1,0.994882426,0.81585468,"_2024"
"Total","06013","Contra Costa","CA",469363,"B",1,1,1,1,0.994878165,0.815330565,"_2024"
"Total","06015","Del Norte","CA",12975,"R",1,1,1,0.944816956,0.859036609,0.301888247,"_2024"
"Total","06015","Del Norte","CA",12975,"B",1,1,1,0.944816956,0.181579961,0.008477842,"_2024"
"Total","06017","El Dorado","CA",106241,"R",1,1,1,0.999877637,0.769185155,0.268822771,"_2024"
"Total","06017","El Dorado","CA",106241,"B",1,1,1,0.979254713,0.607806779,0.122175055,"_2024"
"Total","06019","Fresno","CA",388377,"R",1,1,1,1,0.959369376,0.612683037,"_2024"
"Total","06019","Fresno","CA",388377,"B",1,1,1,1,0.959305005,0.620186056,"_2024"
"Total","06021","Glenn","CA",13543,"R",1,1,1,1,0.619212878,0.073248172,"_2024"
"Total","06021","Glenn","CA",13543,"B",1,1,1,1,0.619286716,0.073322011,"_2024"
"Total","06023","Humboldt","CA",73111,"R",1,1,1,0.992860172,0.762963166,0.026288794,"_2024"
"Total","06023","Humboldt","CA",73111,"B",1,1,1,0.9887705,0.166760132,0.026288794,"_2024"
"Total","06025","Imperial","CA",67426,"R",1,1,1,1,0.848589565,0.037819239,"_2024"
"Total","06025","Imperial","CA",67426,"B",1,1,1,1,0.22632219,0.029098567,"_2024"
"Total","06027","Inyo","CA",12392,"R",1,1,1,1,0.350387347,0.29535184,"_2024"
"Total","06027","Inyo","CA",12392,"B",1,1,1,0.941897999,0.128873467,0.042366043,"_2024"
"Total","06029","Kern","CA",345849,"R",1,1,1,1,0.93081952,0.301437911,"_2024"
"Total","06029","Kern","CA",345849,"B",1,1,1,1,0.621470642,0.296539819,"_2024"
"Total","06031","Kings","CA",49826,"R",1,1,1,1,0.958234657,0.390679565,"_2024"
"Total","06031","Kings","CA",49826,"B",1,1,1,1,0.910930037,0.394813953,"_2024"
"Total","06033","Lake","CA",37948,"R",1,1,1,1,0.82863392,0,"_2024"
"Total","06033","Lake","CA",37948,"B",1,1,1,1,0.82863392,0,"_2024"
"Total","06035","Lassen","CA",13808,"R",1,1,1,0.999927578,0.588426999,0.108632677,"_2024"
"Total","06035","Lassen","CA",13808,"B",1,1,1,0.999927578,0.588137312,0.034472769,"_2024"
"Total","06037","Los Angeles","CA",4036873,"R",1,1,1,0.999998266,0.932510634,0.426580673,"_2024"
"Total","06037","Los Angeles","CA",4036873,"B",1,1,1,0.999947732,0.412293872,0.229339144,"_2024"
"Total","06039","Madera","CA",59584,"R",1,1,1,1,0.858368018,0.284304511,"_2024"
"Total","06039","Madera","CA",59584,"B",1,1,1,1,0.859056122,0.297898765,"_2024"
"Total","06041","Marin","CA",129223,"R",1,1,1,1,0.976281312,0.706677604,"_2024"
"Total","06041","Marin","CA",129223,"B",1,1,1,1,0.969308869,0.689087856,"_2024"
"Total","06043","Mariposa","CA",11284,"R",1,1,1,0.999911379,0.064959234,0,"_2024"
"Total","06043","Mariposa","CA",11284,"B",1,1,1,0.999911379,0.065225097,0.00079759,"_2024"
"Total","06045","Mendocino","CA",53527,"R",1,1,1,1,0.648439105,0.013339063,"_2024"
"Total","06045","Mendocino","CA",53527,"B",1,1,1,1,0.643600426,0.009882863,"_2024"
"Total","06047","Merced","CA",104701,"R",1,1,1,1,0.896591246,0.403969399,"_2024"
"Total","06047","Merced","CA",104701,"B",1,1,1,1,0.815856582,0.368009857,"_2024"
"Total","06049","Modoc","CA",5816,"R",1,1,1,1,0.270288858,0.199277854,"_2024"
"Total","06049","Modoc","CA",5816,"B",1,1,1,1,0.08562586,0.053645117,"_2024"
"Total","06051","Mono","CA",12014,"R",1,1,1,1,0.774180123,0.149076078,"_2024"
"Total","06051","Mono","CA",12014,"B",1,1,1,0.994756118,0.289745297,0.150657566,"_2024"
"Total","06053","Monterey","CA",165402,"R",1,1,1,0.999993954,0.924208897,0.473319549,"_2024"
"Total","06053","Monterey","CA",165402,"B",1,1,1,0.999993954,0.77962177,0.42809035,"_2024"
"Total","06055","Napa","CA",62586,"R",1,1,1,1,0.901575432,0.370945579,"_2024"
"Total","06055","Napa","CA",62586,"B",1,1,1,1,0.901942927,0.369379733,"_2024"
"Total","06057","Nevada","CA",59974,"R",1,1,1,0.999816587,0.648364291,0.156434455,"_2024"
"Total","06057","Nevada","CA",59974,"B",1,1,1,0.903474839,0.422433054,0.167906093,"_2024"
"Total","06059","Orange","CA",1304115,"R",1,1,1,1,0.944000337,0.498346388,"_2024"
"Total","06059","Orange","CA",1304115,"B",1,1,1,0.999999233,0.522128033,0.241698777,"_2024"
"Total","06061","Placer","CA",203030,"R",1,1,1,1,0.895379993,0.407274787,"_2024"
"Total","06061","Placer","CA",203030,"B",1,1,1,0.975855785,0.824129439,0.180726986,"_2024"
"Total","06063","Plumas","CA",16509,"R",1,1,1,1,0.367981101,0.229268884,"_2024"
"Total","06063","Plumas","CA",16509,"B",1,1,1,1,0.350899509,0.212247865,"_2024"
"Total","06065","Riverside","CA",976993,"R",1,1,1,0.999998976,0.911720964,0.501613625,"_2024"
"Total","06065","Riverside","CA",976993,"B",1,1,1,0.993737929,0.240900395,0.102232053,"_2024"
"Total","06067","Sacramento","CA",655419,"R",1,1,1,1,0.989066536,0.628103549,"_2024"
"Total","06067","Sacramento","CA",655419,"B",1,1,1,0.998051628,0.988437931,0.553542085,"_2024"
"Total","06069","San Benito","CA",24151,"R",1,1,1,1,0.898927581,0.241811933,"_2024"
"Total","06069","San Benito","CA",24151,"B",1,1,1,1,0.637530537,0.132996563,"_2024"
"Total","06071","San Bernardino","CA",834811,"R",1,1,1,1,0.90345719,0.502608375,"_2024"
"Total","06071","San Bernardino","CA",834811,"B",1,1,1,1,0.238509076,0.096060066,"_2024"
"Total","06073","San Diego","CA",1377907,"R",1,1,1,0.999986937,0.921737824,0.629729002,"_2024"
"Total","06073","San Diego","CA",1377907,"B",1,1,1,0.69795857,0.565067889,0.319328518,"_2024"
"Total","06075","San Francisco","CA",463542,"R",1,1,1,1,0.999823101,0.857827338,"_2024"
"Total","06075","San Francisco","CA",463542,"B",1,1,1,1,0.999915865,0.672197989,"_2024"
"Total","06077","San Joaquin","CA",286973,"R",1,1,1,1,0.987389058,0.717102306,"_2024"
"Total","06077","San Joaquin","CA",286973,"B",1,1,1,0.999982577,0.973300624,0.692647043,"_2024"
"Total","06079","San Luis Obispo","CA",142092,"R",1,1,1,1,0.859780987,0.290713059,"_2024"
"Total","06079","San Luis Obispo","CA",142092,"B",1,1,1,1,0.352292881,0.281261436,"_2024"
"Total","06081","San Mateo","CA",310858,"R",1,1,1,0.999996783,0.984642506,0.872530223,"_2024"
"Total","06081","San Mateo","CA",310858,"B",1,1,1,0.999993566,0.982760617,0.846289946,"_2024"
"Total","06083","Santa Barbara","CA",182024,"R",1,1,1,1,0.923773788,0.664813431,"_2024"
"Total","06083","Santa Barbara","CA",182024,"B",1,1,1,1,0.548641937,0.166791192,"_2024"
"Total","06085","Santa Clara","CA",770087,"R",1,1,1,1,0.969259317,0.769949369,"_2024"
"Total","06085","Santa Clara","CA",770087,"B",1,1,1,0.999998701,0.929827409,0.722930007,"_2024"
"Total","06087","Santa Cruz","CA",118995,"R",1,1,1,0.999983193,0.941661414,0.397924283,"_2024"
"Total","06087","Santa Cruz","CA",118995,"B",1,1,1,0.999974789,0.803949746,0.316433464,"_2024"
"Total","06089","Shasta","CA",92417,"R",1,1,1,0.999978359,0.698204876,0.484272374,"_2024"
"Total","06089","Shasta","CA",92417,"B",1,1,1,0.999978359,0.185636842,0.147397124,"_2024"
"Total","06091","Sierra","CA",2524,"R",1,1,1,1,0.275752773,0.275752773,"_2024"
"Total","06091","Sierra","CA",2524,"B",1,1,1,0.954833597,0.267828843,0.267828843,"_2024"
"Total","06093","Siskiyou","CA",28205,"R",1,1,1,1,0.666832122,0.401737281,"_2024"
"Total","06093","Siskiyou","CA",28205,"B",1,1,1,1,0.666832122,0.401737281,"_2024"
"Total","06095","Solano","CA",180931,"R",1,1,1,1,0.987238229,0.817842161,"_2024"
"Total","06095","Solano","CA",180931,"B",1,1,1,1,0.98731008,0.817891904,"_2024"
"Total","06097","Sonoma","CA",236688,"R",1,1,1,0.9999831,0.944931724,0.445180998,"_2024"
"Total","06097","Sonoma","CA",236688,"B",1,1,1,0.999978875,0.945324647,0.45801646,"_2024"
"Total","06099","Stanislaus","CA",206920,"R",1,1,1,1,0.94923642,0.578750242,"_2024"
"Total","06099","Stanislaus","CA",206920,"B",1,1,1,1,0.752339068,0.484240286,"_2024"
"Total","06101","Sutter","CA",39529,"R",1,1,1,1,0.953780769,0.410230464,"_2024"
"Total","06101","Sutter","CA",39529,"B",1,1,1,1,0.954615599,0.418224595,"_2024"
"Total","06103","Tehama","CA",30865,"R",1,1,1,1,0.803758302,0.027053297,"_2024"
"Total","06103","Tehama","CA",30865,"B",1,1,1,1,0.746735785,0.005216264,"_2024"
"Total","06105","Trinity","CA",9197,"R",1,1,1,1,0,0,"_2024"
"Total","06105","Trinity","CA",9197,"B",1,1,1,1,0.228009133,0.228009133,"_2024"
"Total","06107","Tulare","CA",171717,"R",1,1,1,1,0.944047473,0.57369975,"_2024"
"Total","06107","Tulare","CA",171717,"B",1,1,1,1,0.884402826,0.492671081,"_2024"
"Total","06109","Tuolumne","CA",34387,"R",1,1,1,0.999970919,0.667548783,0.012940937,"_2024"
"Total","06109","Tuolumne","CA",34387,"B",1,1,1,0.999883677,0.58792567,0.033762759,"_2024"
"Total","06111","Ventura","CA",329277,"R",1,1,1,1,0.912812009,0.387306128,"_2024"
"Total","06111","Ventura","CA",329277,"B",1,1,1,1,0.206576833,0.103162383,"_2024"
"Total","06113","Yolo","CA",93633,"R",1,1,1,1,0.974869971,0.533038565,"_2024"
"Total","06113","Yolo","CA",93633,"B",1,1,1,0.996785321,0.974987451,0.533273525,"_2024"
"Total","06115","Yuba","CA",33794,"R",1,1,1,1,0.760105344,0.317423211,"_2024"
"Total","06115","Yuba","CA",33794,"B",1,1,1,0.938273066,0.760637983,0.329733089,"_2024"
"Total","08001","Adams","CO",217225,"R",1,1,1,1,0.981793072,0.769487858,"_2024"
"Total","08001","Adams","CO",217225,"B",1,1,1,1,0.982096904,0.762904822,"_2024"
"Total","08003","Alamosa","CO",8940,"R",1,1,1,1,0.95212528,0.471252796,"_2024"
"Total","08003","Alamosa","CO",8940,"B",1,1,1,1,0.945749441,0.472706935,"_2024"
"Total","08005","Arapahoe","CO",298950,"R",1,1,1,0.99999331,0.990961699,0.638712159,"_2024"
"Total","08005","Arapahoe","CO",298950,"B",1,1,1,0.99999331,0.991654123,0.642548921,"_2024"
"Total","08007","Archuleta","CO",11413,"R",1,1,1,0.999912381,0.425304477,0.029878209,"_2024"
"Total","08007","Archuleta","CO",11413,"B",1,1,1,0.999912381,0.425304477,0.029878209,"_2024"
"Total","08009","Baca","CO",2912,"R",1,1,1,1,0.461195055,0.461195055,"_2024"
"Total","08009","Baca","CO",2912,"B",1,1,1,1,0.461195055,0.461195055,"_2024"
"Total","08011","Bent","CO",2662,"R",1,1,1,1,0.626972201,0.626972201,"_2024"
"Total","08011","Bent","CO",2662,"B",1,1,1,1,0.626972201,0.626972201,"_2024"
"Total","08013","Boulder","CO",160081,"R",1,1,1,0.999993753,0.957571479,0.905285449,"_2024"
"Total","08013","Boulder","CO",160081,"B",1,1,1,0.999993753,0.95992029,0.909052292,"_2024"
"Total","08014","Broomfield","CO",37378,"R",1,1,1,1,0.993365081,0.629006367,"_2024"
"Total","08014","Broomfield","CO",37378,"B",1,1,1,1,0.993552357,0.631467708,"_2024"
"Total","08015","Chaffee","CO",13942,"R",1,1,1,0.999928274,0.609883804,0.264309281,"_2024"
"Total","08015","Chaffee","CO",13942,"B",1,1,1,0.999928274,0.345144169,0.26466791,"_2024"
"Total","08017","Cheyenne","CO",1422,"R",1,1,1,1,0.182841069,0.182841069,"_2024"
"Total","08017","Cheyenne","CO",1422,"B",1,1,1,1,0.182841069,0.182841069,"_2024"
"Total","08019","Clear Creek","CO",6512,"R",1,1,1,0.999539312,0.469441032,0.148802211,"_2024"
"Total","08019","Clear Creek","CO",6512,"B",1,1,1,0.999232187,0.62269656,0.302518428,"_2024"
"Total","08021","Conejos","CO",5076,"R",1,1,1,1,0.701930654,0.669424744,"_2024"
"Total","08021","Conejos","CO",5076,"B",1,1,1,1,0.701930654,0.669424744,"_2024"
"Total","08023","Costilla","CO",3246,"R",1,1,1,1,0.635859519,0.635859519,"_2024"
"Total","08023","Costilla","CO",3246,"B",1,1,1,1,0.635859519,0.635859519,"_2024"
"Total","08025","Crowley","CO",2001,"R",1,1,1,1,0.127936032,0.127936032,"_2024"
"Total","08025","Crowley","CO",2001,"B",1,1,1,1,0.127936032,0.127936032,"_2024"
"Total","08027","Custer","CO",5189,"R",1,1,1,1,0.02948545,0.02948545,"_2024"
"Total","08027","Custer","CO",5189,"B",1,1,1,1,0.02948545,0.02948545,"_2024"
"Total","08029","Delta","CO",16585,"R",1,1,1,1,0.902924329,0.881881218,"_2024"
"Total","08029","Delta","CO",16585,"B",1,1,1,1,0.886825445,0.881881218,"_2024"
"Total","08031","Denver","CO",396855,"R",1,1,1,1,0.99825377,0.880870847,"_2024"
"Total","08031","Denver","CO",396855,"B",1,1,1,1,0.998276449,0.882957251,"_2024"
"Total","08033","Dolores","CO",1911,"R",1,1,1,1,0.479330194,0.478283621,"_2024"
"Total","08033","Dolores","CO",1911,"B",1,1,1,1,0.390894819,0.389848247,"_2024"
"Total","08035","Douglas","CO",157221,"R",1,1,1,1,0.986216854,0.416585571,"_2024"
"Total","08035","Douglas","CO",157221,"B",1,1,1,1,0.986280459,0.419409621,"_2024"
"Total","08037","Eagle","CO",37628,"R",1,1,1,1,0.931938982,0.172610822,"_2024"
"Total","08037","Eagle","CO",37628,"B",1,1,1,1,0.931965558,0.181380887,"_2024"
"Total","08039","Elbert","CO",11965,"R",1,1,1,1,0.822565817,0.742415378,"_2024"
"Total","08039","Elbert","CO",11965,"B",1,1,1,1,0.822649394,0.742749687,"_2024"
"Total","08041","El Paso","CO",342420,"R",1,1,1,1,0.984948309,0.665875241,"_2024"
"Total","08041","El Paso","CO",342420,"B",1,1,1,1,0.984226973,0.677188832,"_2024"
"Total","08043","Fremont","CO",22846,"R",1,1,1,1,0.717674866,0.03891272,"_2024"
